reading_id,shipment_id,device_id,timestamp,temp_c,battery_pct
R0012_1755940314,S0012,D002,2025-08-23T09:11:54.508608,4.84,84.5
R0012_1755942834,S0012,D002,2025-08-23T09:53:54.508608,4.91,74.6
R0012_1755946074,S0012,D002,2025-08-23T10:47:54.508608,4.89,71.2
R0012_1755948414,S0012,D002,2025-08-23T11:26:54.508608,4.81,73.7
R0012_1755950754,S0012,D002,2025-08-23T12:05:54.508608,4.87,75.1
R0012_1755955554,S0012,D002,2025-08-23T13:25:54.508608,4.88,82.8
R0012_1755958494,S0012,D002,2025-08-23T14:14:54.508608,4.89,70.1
R0012_1755963054,S0012,D002,2025-08-23T15:30:54.508608,4.86,65.3
R0012_1755965994,S0012,D002,2025-08-23T16:19:54.508608,4.82,80.0
R0012_1755969414,S0012,D002,2025-08-23T17:16:54.508608,4.8,81.5
R0012_1755972234,S0012,D002,2025-08-23T18:03:54.508608,4.94,62.9
R0012_1755974754,S0012,D002,2025-08-23T18:45:54.508608,4.81,79.1
R0012_1755976914,S0012,D002,2025-08-23T19:21:54.508608,4.9,75.1
R0012_1755981114,S0012,D002,2025-08-23T20:31:54.508608,4.88,70.9
R0012_1755986394,S0012,D002,2025-08-23T21:59:54.508608,4.87,83.2
R0012_1755988554,S0012,D002,2025-08-23T22:35:54.508608,4.83,68.6
R0012_1755991374,S0012,D002,2025-08-23T23:22:54.508608,4.88,82.3
R0012_1755993954,S0012,D002,2025-08-24T00:05:54.508608,4.91,65.4
R0012_1755999114,S0012,D002,2025-08-24T01:31:54.508608,4.79,82.1
R0012_1756002354,S0012,D002,2025-08-24T02:25:54.508608,4.83,75.6
R0012_1756005894,S0012,D002,2025-08-24T03:24:54.508608,4.83,72.6
R0012_1756007814,S0012,D002,2025-08-24T03:56:54.508608,4.84,75.9
R0012_1756009614,S0012,D002,2025-08-24T04:26:54.508608,4.87,68.9
R0012_1756012914,S0012,D002,2025-08-24T05:21:54.508608,4.89,78.9
R0012_1756017954,S0012,D002,2025-08-24T06:45:54.508608,4.89,66.7
R0012_1756022754,S0012,D002,2025-08-24T08:05:54.508608,4.82,57.3
R0012_1756026174,S0012,D002,2025-08-24T09:02:54.508608,4.95,78.0
R0012_1756030614,S0012,D002,2025-08-24T10:16:54.508608,4.94,52.6
R0013_1761632874,S0013,D003,2025-10-28T06:27:54.508608,5.18,100.0
R0013_1761637914,S0013,D003,2025-10-28T07:51:54.508608,5.08,99.4
R0013_1761641334,S0013,D003,2025-10-28T08:48:54.508608,5.18,99.3
R0013_1761645774,S0013,D003,2025-10-28T10:02:54.508608,5.1,99.1
R0013_1761649734,S0013,D003,2025-10-28T11:08:54.508608,5.19,97.8
R0013_1761653754,S0013,D003,2025-10-28T12:15:54.508608,5.06,98.0
R0013_1761658374,S0013,D003,2025-10-28T13:32:54.508608,5.15,97.0
R0013_1761662634,S0013,D003,2025-10-28T14:43:54.508608,5.11,97.2
R0013_1761665994,S0013,D003,2025-10-28T15:39:54.508608,5.06,96.8
R0013_1761671034,S0013,D003,2025-10-28T17:03:54.508608,5.16,96.6
R0013_1761673674,S0013,D003,2025-10-28T17:47:54.508608,5.11,97.0
R0013_1761677994,S0013,D003,2025-10-28T18:59:54.508608,5.11,94.5
R0013_1761682554,S0013,D003,2025-10-28T20:15:54.508608,5.1,93.6
R0013_1761686814,S0013,D003,2025-10-28T21:26:54.508608,5.2,96.3
R0013_1761691974,S0013,D003,2025-10-28T22:52:54.508608,5.16,96.4
R0013_1761697134,S0013,D003,2025-10-29T00:18:54.508608,5.16,91.8
R0013_1761701874,S0013,D003,2025-10-29T01:37:54.508608,5.11,93.3
R0013_1761706134,S0013,D003,2025-10-29T02:48:54.508608,5.2,92.4
R0013_1761710574,S0013,D003,2025-10-29T04:02:54.508608,5.09,92.9
R0013_1761714594,S0013,D003,2025-10-29T05:09:54.508608,5.12,89.6
R0013_1761719634,S0013,D003,2025-10-29T06:33:54.508608,5.04,88.6
R0013_1761722274,S0013,D003,2025-10-29T07:17:54.508608,5.13,91.9
R0013_1761726654,S0013,D003,2025-10-29T08:30:54.508608,5.14,93.4
R0013_1761729114,S0013,D003,2025-10-29T09:11:54.508608,5.06,89.6
R0013_1761733374,S0013,D003,2025-10-29T10:22:54.508608,5.07,91.8
R0013_1761735594,S0013,D003,2025-10-29T10:59:54.508608,5.15,89.3
R0013_1761739134,S0013,D003,2025-10-29T11:58:54.508608,5.15,87.6
R0013_1761742554,S0013,D003,2025-10-29T12:55:54.508608,5.09,92.3
R0013_1761745554,S0013,D003,2025-10-29T13:45:54.508608,5.2,90.2
R0013_1761748314,S0013,D003,2025-10-29T14:31:54.508608,5.21,87.3
R0013_1761752514,S0013,D003,2025-10-29T15:41:54.508608,5.04,89.4
R0013_1761756954,S0013,D003,2025-10-29T16:55:54.508608,5.02,87.2
R0013_1761759114,S0013,D003,2025-10-29T17:31:54.508608,5.11,84.4
R0013_1761764334,S0013,D003,2025-10-29T18:58:54.508608,5.1,90.2
R0013_1761767694,S0013,D003,2025-10-29T19:54:54.508608,5.05,81.3
R0013_1761770394,S0013,D003,2025-10-29T20:39:54.508608,5.15,81.1
R0013_1761775194,S0013,D003,2025-10-29T21:59:54.508608,5.15,81.3
R0013_1761778494,S0013,D003,2025-10-29T22:54:54.508608,5.11,89.4
R0013_1761782994,S0013,D003,2025-10-30T00:09:54.508608,5.06,88.8
R0013_1761787494,S0013,D003,2025-10-30T01:24:54.508608,5.1,84.6
R0013_1761791694,S0013,D003,2025-10-30T02:34:54.508608,4.97,88.5
R0013_1761794094,S0013,D003,2025-10-30T03:14:54.508608,5.13,83.9
R0013_1761796854,S0013,D003,2025-10-30T04:00:54.508608,5.11,81.5
R0013_1761801894,S0013,D003,2025-10-30T05:24:54.508608,5.15,87.4
R0013_1761805314,S0013,D003,2025-10-30T06:21:54.508608,5.14,77.2
R0013_1761808914,S0013,D003,2025-10-30T07:21:54.508608,5.2,89.1
R0013_1761812454,S0013,D003,2025-10-30T08:20:54.508608,5.07,84.5
R0013_1761814314,S0013,D003,2025-10-30T08:51:54.508608,5.21,84.9
R0013_1761818454,S0013,D003,2025-10-30T10:00:54.508608,5.11,79.9
R0013_1761823494,S0013,D003,2025-10-30T11:24:54.508608,5.14,89.0
R0013_1761826854,S0013,D003,2025-10-30T12:20:54.508608,5.13,83.4
R0013_1761830634,S0013,D003,2025-10-30T13:23:54.508608,5.22,81.8
R0013_1761835014,S0013,D003,2025-10-30T14:36:54.508608,5.13,73.7
R0013_1761839334,S0013,D003,2025-10-30T15:48:54.508608,5.23,82.9
R0013_1761844674,S0013,D003,2025-10-30T17:17:54.508608,5.1,85.7
R0013_1761849774,S0013,D003,2025-10-30T18:42:54.508608,5.16,85.7
R0013_1761852234,S0013,D003,2025-10-30T19:23:54.508608,5.14,73.2
R0013_1761857454,S0013,D003,2025-10-30T20:50:54.508608,5.11,73.8
R0013_1761861714,S0013,D003,2025-10-30T22:01:54.508608,5.07,80.4
R0013_1761864714,S0013,D003,2025-10-30T22:51:54.508608,5.09,74.2
R0013_1761869454,S0013,D003,2025-10-31T00:10:54.508608,5.13,79.6
R0013_1761871254,S0013,D003,2025-10-31T00:40:54.508608,5.06,71.7
R0013_1761874494,S0013,D003,2025-10-31T01:34:54.508608,5.07,80.4
R0013_1761879474,S0013,D003,2025-10-31T02:57:54.508608,5.14,69.7
R0013_1761883134,S0013,D003,2025-10-31T03:58:54.508608,5.12,68.8
R0013_1761888414,S0013,D003,2025-10-31T05:26:54.508608,5.17,81.3
R0013_1761890574,S0013,D003,2025-10-31T06:02:54.508608,5.21,85.1
R0014_1760671674,S0014,D004,2025-10-17T03:27:54.508608,4.78,100.0
R0014_1760675274,S0014,D004,2025-10-17T04:27:54.508608,4.72,99.8
R0014_1760678994,S0014,D004,2025-10-17T05:29:54.508608,4.78,99.4
R0014_1760680854,S0014,D004,2025-10-17T06:00:54.508608,4.78,99.2
R0014_1760685054,S0014,D004,2025-10-17T07:10:54.508608,4.68,98.4
R0014_1760689854,S0014,D004,2025-10-17T08:30:54.508608,4.7,98.7
R0014_1760694834,S0014,D004,2025-10-17T09:53:54.508608,4.75,98.5
R0014_1760698014,S0014,D004,2025-10-17T10:46:54.508608,4.78,96.9
R0014_1760701794,S0014,D004,2025-10-17T11:49:54.508608,4.74,98.1
R0014_1760704854,S0014,D004,2025-10-17T12:40:54.508608,4.67,96.6
R0014_1760708214,S0014,D004,2025-10-17T13:36:54.508608,4.77,95.7
R0014_1760712834,S0014,D004,2025-10-17T14:53:54.508608,4.58,95.2
R0014_1760718234,S0014,D004,2025-10-17T16:23:54.508608,4.71,94.2
R0014_1760721774,S0014,D004,2025-10-17T17:22:54.508608,4.73,94.9
R0014_1760724354,S0014,D004,2025-10-17T18:05:54.508608,4.8,95.3
R0014_1760728734,S0014,D004,2025-10-17T19:18:54.508608,4.72,93.4
R0014_1760731194,S0014,D004,2025-10-17T19:59:54.508608,4.74,95.7
R0014_1760734494,S0014,D004,2025-10-17T20:54:54.508608,4.74,91.8
R0014_1760738214,S0014,D004,2025-10-17T21:56:54.508608,4.65,91.9
R0014_1760742894,S0014,D004,2025-10-17T23:14:54.508608,4.73,94.5
R0014_1760748234,S0014,D004,2025-10-18T00:43:54.508608,4.67,92.5
R0014_1760750454,S0014,D004,2025-10-18T01:20:54.508608,4.63,94.5
R0014_1760755014,S0014,D004,2025-10-18T02:36:54.508608,4.73,93.3
R0014_1760759154,S0014,D004,2025-10-18T03:45:54.508608,4.73,88.1
R0014_1760762274,S0014,D004,2025-10-18T04:37:54.508608,4.68,93.4
R0014_1760766474,S0014,D004,2025-10-18T05:47:54.508608,4.76,94.6
R0014_1760768454,S0014,D004,2025-10-18T06:20:54.508608,4.69,89.5
R0014_1760771214,S0014,D004,2025-10-18T07:06:54.508608,4.71,94.4
R0014_1760774034,S0014,D004,2025-10-18T07:53:54.508608,4.77,89.5
R0014_1760777274,S0014,D004,2025-10-18T08:47:54.508608,4.71,91.2
R0014_1760780574,S0014,D004,2025-10-18T09:42:54.508608,4.72,90.6
R0014_1760782554,S0014,D004,2025-10-18T10:15:54.508608,4.7,86.7
R0014_1760784354,S0014,D004,2025-10-18T10:45:54.508608,4.75,84.8
R0014_1760786394,S0014,D004,2025-10-18T11:19:54.508608,4.72,86.7
R0014_1760789754,S0014,D004,2025-10-18T12:15:54.508608,4.85,84.4
R0014_1760795034,S0014,D004,2025-10-18T13:43:54.508608,4.63,85.6
R0014_1760798394,S0014,D004,2025-10-18T14:39:54.508608,4.77,85.0
R0014_1760802594,S0014,D004,2025-10-18T15:49:54.508608,4.7,88.5
R0014_1760807034,S0014,D004,2025-10-18T17:03:54.508608,4.7,92.3
R0014_1760811414,S0014,D004,2025-10-18T18:16:54.508608,4.73,82.1
R0014_1760814534,S0014,D004,2025-10-18T19:08:54.508608,4.71,87.4
R0014_1760818554,S0014,D004,2025-10-18T20:15:54.508608,4.74,89.1
R0014_1760821314,S0014,D004,2025-10-18T21:01:54.508608,4.71,83.6
R0014_1760823474,S0014,D004,2025-10-18T21:37:54.508608,4.72,81.2
R0014_1760826114,S0014,D004,2025-10-18T22:21:54.508608,4.75,86.7
R0014_1760829054,S0014,D004,2025-10-18T23:10:54.508608,4.71,81.1
R0014_1760833674,S0014,D004,2025-10-19T00:27:54.508608,4.71,81.6
R0014_1760836974,S0014,D004,2025-10-19T01:22:54.508608,4.64,87.3
R0014_1760842374,S0014,D004,2025-10-19T02:52:54.508608,4.71,90.3
R0014_1760846154,S0014,D004,2025-10-19T03:55:54.508608,4.62,84.4
R0014_1760848794,S0014,D004,2025-10-19T04:39:54.508608,4.66,75.7
R0014_1760853654,S0014,D004,2025-10-19T06:00:54.508608,4.73,87.2
R0014_1760856954,S0014,D004,2025-10-19T06:55:54.508608,4.7,85.1
R0014_1760860494,S0014,D004,2025-10-19T07:54:54.508608,4.72,76.9
R0014_1760863074,S0014,D004,2025-10-19T08:37:54.508608,4.77,76.3
R0014_1760865474,S0014,D004,2025-10-19T09:17:54.508608,4.7,82.2
R0014_1760867754,S0014,D004,2025-10-19T09:55:54.508608,4.74,74.1
R0014_1760873094,S0014,D004,2025-10-19T11:24:54.508608,4.7,84.7
R0014_1760877834,S0014,D004,2025-10-19T12:43:54.508608,4.64,85.6
R0014_1760879874,S0014,D004,2025-10-19T13:17:54.508608,4.75,79.8
R0014_1760884734,S0014,D004,2025-10-19T14:38:54.508608,4.67,77.7
R0014_1760889594,S0014,D004,2025-10-19T15:59:54.508608,4.76,79.8
R0014_1760893794,S0014,D004,2025-10-19T17:09:54.508608,4.66,71.7
R0014_1760896314,S0014,D004,2025-10-19T17:51:54.508608,4.73,69.1
R0014_1760899914,S0014,D004,2025-10-19T18:51:54.508608,4.59,72.3
R0014_1760904174,S0014,D004,2025-10-19T20:02:54.508608,4.71,83.8
R0014_1760908074,S0014,D004,2025-10-19T21:07:54.508608,4.73,76.1
R0014_1760912634,S0014,D004,2025-10-19T22:23:54.508608,4.7,73.9
R0014_1760915274,S0014,D004,2025-10-19T23:07:54.508608,4.68,73.0
R0014_1760920194,S0014,D004,2025-10-20T00:29:54.508608,4.73,65.9
R0014_1760922534,S0014,D004,2025-10-20T01:08:54.508608,4.57,78.5
R0014_1760925654,S0014,D004,2025-10-20T02:00:54.508608,4.69,69.3
R0014_1760929974,S0014,D004,2025-10-20T03:12:54.508608,4.72,73.9
R0014_1760934174,S0014,D004,2025-10-20T04:22:54.508608,4.66,65.0
R0014_1760939154,S0014,D004,2025-10-20T05:45:54.508608,4.71,71.8
R0014_1760944074,S0014,D004,2025-10-20T07:07:54.508608,4.76,68.8
R0014_1760948874,S0014,D004,2025-10-20T08:27:54.508608,4.63,80.9
R0014_1760953794,S0014,D004,2025-10-20T09:49:54.508608,4.73,71.1
R0014_1760957154,S0014,D004,2025-10-20T10:45:54.508608,4.63,75.9
R0014_1760960694,S0014,D004,2025-10-20T11:44:54.508608,4.69,82.9
R0014_1760963574,S0014,D004,2025-10-20T12:32:54.508608,4.68,81.2
R0014_1760968254,S0014,D004,2025-10-20T13:50:54.508608,4.72,64.4
R0014_1760972154,S0014,D004,2025-10-20T14:55:54.508608,4.73,71.0
R0014_1760976414,S0014,D004,2025-10-20T16:06:54.508608,4.68,76.9
R0014_1760978694,S0014,D004,2025-10-20T16:44:54.508608,4.76,59.6
R0014_1760983434,S0014,D004,2025-10-20T18:03:54.508608,4.85,57.6
R0014_1760988414,S0014,D004,2025-10-20T19:26:54.508608,4.61,66.9
R0014_1760992014,S0014,D004,2025-10-20T20:26:54.508608,4.69,79.2
R0014_1760995134,S0014,D004,2025-10-20T21:18:54.508608,4.67,74.6
R0014_1760999934,S0014,D004,2025-10-20T22:38:54.508608,4.72,61.0
R0014_1761004974,S0014,D004,2025-10-21T00:02:54.508608,4.71,54.7
R0014_1761007614,S0014,D004,2025-10-21T00:46:54.508608,4.79,77.1
R0014_1761010434,S0014,D004,2025-10-21T01:33:54.508608,4.76,68.6
R0014_1761014934,S0014,D004,2025-10-21T02:48:54.508608,4.63,62.4
R0014_1761018174,S0014,D004,2025-10-21T03:42:54.508608,4.73,76.0
R0014_1761022554,S0014,D004,2025-10-21T04:55:54.508608,4.69,72.6
R0014_1761025314,S0014,D004,2025-10-21T05:41:54.508608,4.75,79.2
R0014_1761028734,S0014,D004,2025-10-21T06:38:54.508608,4.68,51.1
R0014_1761033114,S0014,D004,2025-10-21T07:51:54.508608,4.65,70.1
R0014_1761035574,S0014,D004,2025-10-21T08:32:54.508608,4.69,64.8
R0014_1761039174,S0014,D004,2025-10-21T09:32:54.508608,4.75,56.5
R0014_1761040974,S0014,D004,2025-10-21T10:02:54.508608,4.68,60.1
R0014_1761045834,S0014,D004,2025-10-21T11:23:54.508608,4.73,74.2
R0014_1761050394,S0014,D004,2025-10-21T12:39:54.508608,4.74,70.6
R0014_1761055254,S0014,D004,2025-10-21T14:00:54.508608,4.62,66.0
R0014_1761058074,S0014,D004,2025-10-21T14:47:54.508608,4.7,63.3
R0014_1761061194,S0014,D004,2025-10-21T15:39:54.508608,4.73,51.2
R0014_1761063894,S0014,D004,2025-10-21T16:24:54.508608,4.79,58.3
R0014_1761068154,S0014,D004,2025-10-21T17:35:54.508608,4.7,77.3
R0014_1761071094,S0014,D004,2025-10-21T18:24:54.508608,4.66,60.3
R0014_1761074094,S0014,D004,2025-10-21T19:14:54.508608,4.66,46.5
R0014_1761077694,S0014,D004,2025-10-21T20:14:54.508608,4.77,72.4
R0014_1761081354,S0014,D004,2025-10-21T21:15:54.508608,4.72,68.7
R0014_1761084774,S0014,D004,2025-10-21T22:12:54.508608,4.68,43.6
R0014_1761088914,S0014,D004,2025-10-21T23:21:54.508608,4.72,63.8
R0014_1761093114,S0014,D004,2025-10-22T00:31:54.508608,4.71,76.1
R0014_1761095214,S0014,D004,2025-10-22T01:06:54.508608,4.75,68.4
R0014_1761099534,S0014,D004,2025-10-22T02:18:54.508608,4.79,63.6
R0014_1761104754,S0014,D004,2025-10-22T03:45:54.508608,4.78,68.6
R0014_1761107934,S0014,D004,2025-10-22T04:38:54.508608,4.83,65.0
R0014_1761110274,S0014,D004,2025-10-22T05:17:54.508608,4.65,74.7
R0014_1761115614,S0014,D004,2025-10-22T06:46:54.508608,4.71,52.7
R0014_1761118554,S0014,D004,2025-10-22T07:35:54.508608,4.76,66.6
R0014_1761123594,S0014,D004,2025-10-22T08:59:54.508608,4.67,61.0
R0014_1761126834,S0014,D004,2025-10-22T09:53:54.508608,4.78,61.7
R0014_1761128814,S0014,D004,2025-10-22T10:26:54.508608,4.77,46.9
R0014_1761130914,S0014,D004,2025-10-22T11:01:54.508608,4.78,45.5
R0014_1761135834,S0014,D004,2025-10-22T12:23:54.508608,4.73,42.4
R0014_1761139794,S0014,D004,2025-10-22T13:29:54.508608,4.7,73.9
R0014_1761145014,S0014,D004,2025-10-22T14:56:54.508608,4.71,60.7
R0014_1761148014,S0014,D004,2025-10-22T15:46:54.508608,4.64,67.2
R0014_1761152814,S0014,D004,2025-10-22T17:06:54.508608,4.69,56.1
R0014_1761158214,S0014,D004,2025-10-22T18:36:54.508608,4.72,65.9
R0014_1761160494,S0014,D004,2025-10-22T19:14:54.508608,4.78,59.4
R0014_1761164274,S0014,D004,2025-10-22T20:17:54.508608,4.67,51.3
R0014_1761169254,S0014,D004,2025-10-22T21:40:54.508608,4.72,41.8
R0014_1761172374,S0014,D004,2025-10-22T22:32:54.508608,4.72,34.8
R0014_1761176574,S0014,D004,2025-10-22T23:42:54.508608,4.65,42.3
R0014_1761180594,S0014,D004,2025-10-23T00:49:54.508608,4.7,32.2
R0014_1761182394,S0014,D004,2025-10-23T01:19:54.508608,4.71,29.8
R0014_1761186714,S0014,D004,2025-10-23T02:31:54.508608,4.68,46.4
R0014_1761188514,S0014,D004,2025-10-23T03:01:54.508608,4.75,36.7
R0014_1761191094,S0014,D004,2025-10-23T03:44:54.508608,4.74,45.3
R0014_1761196494,S0014,D004,2025-10-23T05:14:54.508608,4.72,70.6
R0014_1761198534,S0014,D004,2025-10-23T05:48:54.508608,4.68,44.2
R0014_1761202794,S0014,D004,2025-10-23T06:59:54.508608,4.68,69.0
R0014_1761205674,S0014,D004,2025-10-23T07:47:54.508608,4.72,37.8
R0014_1761208434,S0014,D004,2025-10-23T08:33:54.508608,4.77,42.7
R0014_1761212514,S0014,D004,2025-10-23T09:41:54.508608,4.75,58.9
R0014_1761214674,S0014,D004,2025-10-23T10:17:54.508608,4.7,46.7
R0014_1761218694,S0014,D004,2025-10-23T11:24:54.508608,4.8,37.4
R0014_1761221034,S0014,D004,2025-10-23T12:03:54.508608,4.69,48.8
R0014_1761226074,S0014,D004,2025-10-23T13:27:54.508608,4.66,67.0
R0014_1761228714,S0014,D004,2025-10-23T14:11:54.508608,4.69,48.6
R0014_1761231174,S0014,D004,2025-10-23T14:52:54.508608,4.72,49.6
R0014_1761235914,S0014,D004,2025-10-23T16:11:54.508608,4.73,24.2
R0014_1761239394,S0014,D004,2025-10-23T17:09:54.508608,4.75,31.0
R0014_1761242514,S0014,D004,2025-10-23T18:01:54.508608,4.7,37.4
R0014_1761247314,S0014,D004,2025-10-23T19:21:54.508608,4.63,53.7
R0014_1761249654,S0014,D004,2025-10-23T20:00:54.508608,4.7,42.9
R0014_1761252234,S0014,D004,2025-10-23T20:43:54.508608,4.56,29.3
R0014_1761257454,S0014,D004,2025-10-23T22:10:54.508608,4.73,55.3
R0014_1761260754,S0014,D004,2025-10-23T23:05:54.508608,4.72,36.8
R0014_1761265554,S0014,D004,2025-10-24T00:25:54.508608,4.72,65.4
R0014_1761269394,S0014,D004,2025-10-24T01:29:54.508608,4.67,65.5
R0014_1761271794,S0014,D004,2025-10-24T02:09:54.508608,4.69,19.5
R0014_1761275934,S0014,D004,2025-10-24T03:18:54.508608,4.76,42.2
R0014_1761281154,S0014,D004,2025-10-24T04:45:54.508608,4.7,16.9
R0014_1761285594,S0014,D004,2025-10-24T05:59:54.508608,4.7,53.2
R0014_1761289674,S0014,D004,2025-10-24T07:07:54.508608,4.67,27.1
R0014_1761294474,S0014,D004,2025-10-24T08:27:54.508608,4.73,55.6
R0014_1761296574,S0014,D004,2025-10-24T09:02:54.508608,4.64,61.8
R0015_1757993274,S0015,D005,2025-09-16T03:27:54.508608,5.08,100.0
R0015_1757995494,S0015,D005,2025-09-16T04:04:54.508608,5.06,99.8
R0015_1757998254,S0015,D005,2025-09-16T04:50:54.508608,5.05,99.3
R0015_1758001614,S0015,D005,2025-09-16T05:46:54.508608,5.05,98.9
R0015_1758004254,S0015,D005,2025-09-16T06:30:54.508608,4.99,98.6
R0015_1758009174,S0015,D005,2025-09-16T07:52:54.508608,4.96,98.0
R0015_1758011454,S0015,D005,2025-09-16T08:30:54.508608,5.05,99.0
R0015_1758015054,S0015,D005,2025-09-16T09:30:54.508608,5.05,97.4
R0015_1758018714,S0015,D005,2025-09-16T10:31:54.508608,5.1,98.6
R0015_1758022614,S0015,D005,2025-09-16T11:36:54.508608,5.12,96.4
R0015_1758024594,S0015,D005,2025-09-16T12:09:54.508608,5.08,96.0
R0015_1758028194,S0015,D005,2025-09-16T13:09:54.508608,5.15,96.7
R0015_1758031734,S0015,D005,2025-09-16T14:08:54.508608,5.1,94.7
R0015_1758036954,S0015,D005,2025-09-16T15:35:54.508608,5.1,96.9
R0015_1758039294,S0015,D005,2025-09-16T16:14:54.508608,5.01,96.1
R0015_1758043734,S0015,D005,2025-09-16T17:28:54.508608,5.02,94.4
R0015_1758047394,S0015,D005,2025-09-16T18:29:54.508608,5.15,94.1
R0015_1758050094,S0015,D005,2025-09-16T19:14:54.508608,5.08,95.5
R0015_1758053754,S0015,D005,2025-09-16T20:15:54.508608,5.03,94.5
R0015_1758056154,S0015,D005,2025-09-16T20:55:54.508608,4.95,95.1
R0015_1758059994,S0015,D005,2025-09-16T21:59:54.508608,5.08,95.4
R0015_1758064074,S0015,D005,2025-09-16T23:07:54.508608,5.13,94.9
R0015_1758069174,S0015,D005,2025-09-17T00:32:54.508608,5.1,92.0
R0015_1758073794,S0015,D005,2025-09-17T01:49:54.508608,5.08,93.5
R0015_1758075594,S0015,D005,2025-09-17T02:19:54.508608,5.02,93.0
R0015_1758077994,S0015,D005,2025-09-17T02:59:54.508608,5.04,92.1
R0015_1758082974,S0015,D005,2025-09-17T04:22:54.508608,5.17,92.7
R0015_1758085974,S0015,D005,2025-09-17T05:12:54.508608,5.04,89.8
R0015_1758089514,S0015,D005,2025-09-17T06:11:54.508608,5.11,94.2
R0015_1758093954,S0015,D005,2025-09-17T07:25:54.508608,5.05,93.5
R0015_1758097914,S0015,D005,2025-09-17T08:31:54.508608,5.0,90.6
R0015_1758101574,S0015,D005,2025-09-17T09:32:54.508608,5.08,92.7
R0015_1758105894,S0015,D005,2025-09-17T10:44:54.508608,5.12,84.6
R0015_1758108774,S0015,D005,2025-09-17T11:32:54.508608,5.03,90.1
R0015_1758113754,S0015,D005,2025-09-17T12:55:54.508608,5.07,91.8
R0015_1758117294,S0015,D005,2025-09-17T13:54:54.508608,5.05,87.9
R0015_1758120474,S0015,D005,2025-09-17T14:47:54.508608,5.11,84.0
R0015_1758123894,S0015,D005,2025-09-17T15:44:54.508608,5.04,91.9
R0015_1758127254,S0015,D005,2025-09-17T16:40:54.508608,5.07,90.6
R0015_1758131634,S0015,D005,2025-09-17T17:53:54.508608,5.12,88.2
R0015_1758133674,S0015,D005,2025-09-17T18:27:54.508608,5.14,88.5
R0015_1758136134,S0015,D005,2025-09-17T19:08:54.508608,5.12,86.1
R0015_1758140334,S0015,D005,2025-09-17T20:18:54.508608,5.09,83.4
R0015_1758143514,S0015,D005,2025-09-17T21:11:54.508608,5.03,91.6
R0015_1758147714,S0015,D005,2025-09-17T22:21:54.508608,5.06,81.1
R0015_1758151974,S0015,D005,2025-09-17T23:32:54.508608,5.12,81.4
R0015_1758153834,S0015,D005,2025-09-18T00:03:54.508608,5.02,82.2
R0015_1758155694,S0015,D005,2025-09-18T00:34:54.508608,5.1,85.4
R0015_1758159834,S0015,D005,2025-09-18T01:43:54.508608,5.02,79.3
R0015_1758161754,S0015,D005,2025-09-18T02:15:54.508608,5.08,89.0
R0015_1758166134,S0015,D005,2025-09-18T03:28:54.508608,5.07,89.0
R0015_1758170754,S0015,D005,2025-09-18T04:45:54.508608,5.15,78.2
R0015_1758176094,S0015,D005,2025-09-18T06:14:54.508608,5.03,77.1
R0015_1758179154,S0015,D005,2025-09-18T07:05:54.508608,5.08,81.1
R0015_1758184014,S0015,D005,2025-09-18T08:26:54.508608,5.03,86.7
R0015_1758186174,S0015,D005,2025-09-18T09:02:54.508608,5.14,86.6
R0015_1758189894,S0015,D005,2025-09-18T10:04:54.508608,5.06,74.4
R0015_1758193494,S0015,D005,2025-09-18T11:04:54.508608,5.13,75.9
R0015_1758197154,S0015,D005,2025-09-18T12:05:54.508608,5.03,74.0
R0015_1758201834,S0015,D005,2025-09-18T13:23:54.508608,5.04,84.8
R0015_1758207054,S0015,D005,2025-09-18T14:50:54.508608,5.04,84.4
R0015_1758209394,S0015,D005,2025-09-18T15:29:54.508608,5.01,70.7
R0015_1758211314,S0015,D005,2025-09-18T16:01:54.508608,5.13,77.7
R0015_1758213894,S0015,D005,2025-09-18T16:44:54.508608,5.0,82.8
R0015_1758218394,S0015,D005,2025-09-18T17:59:54.508608,5.08,80.5
R0015_1758221754,S0015,D005,2025-09-18T18:55:54.508608,5.1,85.6
R0015_1758225954,S0015,D005,2025-09-18T20:05:54.508608,5.07,69.2
R0015_1758228234,S0015,D005,2025-09-18T20:43:54.508608,4.98,81.3
R0015_1758231294,S0015,D005,2025-09-18T21:34:54.508608,5.03,79.7
R0015_1758233454,S0015,D005,2025-09-18T22:10:54.508608,4.97,69.7
R0015_1758238554,S0015,D005,2025-09-18T23:35:54.508608,4.99,79.4
R0015_1758242874,S0015,D005,2025-09-19T00:47:54.508608,5.17,83.1
R0015_1758246054,S0015,D005,2025-09-19T01:40:54.508608,5.11,78.9
R0015_1758249114,S0015,D005,2025-09-19T02:31:54.508608,5.03,76.0
R0015_1758252714,S0015,D005,2025-09-19T03:31:54.508608,5.07,75.2
R0015_1758257454,S0015,D005,2025-09-19T04:50:54.508608,5.12,84.7
R0015_1758261234,S0015,D005,2025-09-19T05:53:54.508608,5.08,81.1
R0015_1758265134,S0015,D005,2025-09-19T06:58:54.508608,5.03,80.8
R0015_1758269874,S0015,D005,2025-09-19T08:17:54.508608,5.16,80.3
R0015_1758275154,S0015,D005,2025-09-19T09:45:54.508608,5.13,70.9
R0015_1758277734,S0015,D005,2025-09-19T10:28:54.508608,4.97,66.3
R0015_1758280614,S0015,D005,2025-09-19T11:16:54.508608,4.95,67.0
